customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,CLV
4363,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,6519.75,No,0.175,6569.65
5152,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,No,0.025,8082.0
2341,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,No,0.035,7494.05
4492,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,No,0.0,3992.4
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1,No,0.085,6556.8
1376,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,5324.5,No,0.02,5473.0
645,0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,4107.25,No,0.015,4009.1
1814,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,No,0.12,5832.0
2310,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5,No,0.075,4675.0
5180,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5,No,0.0,6235.2
4675,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,No,0.045,7862.400000000001
6384,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15,No,0.085,6136.0
655,1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,4298.45,No,0.17,4158.0
2848,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55,No,0.125,4768.5
2876,0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9,No,0.005,3989.85
4981,0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,No,0.02,7021.099999999999
4717,1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,5791.1,No,0.06,5717.5
5321,1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85,4925.35,No,0.28,5121.45
1310,0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,5032.25,No,0.08,5098.5
76,0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,5526.75,No,0.0,5374.099999999999
3118,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85,Yes,0.81,5462.599999999999
4636,0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45,No,0.065,5399.55
5799,0,0,1,1,68,0,1,0,0,2,2,2,2,2,2,0,1,60.3,4109,No,0.005,4100.4
2208,1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15,3741.85,No,0.15,3843.7000000000003
1067,0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1,No,0.07,4947.15
3539,1,0,1,1,51,1,2,1,2,2,0,2,2,2,1,0,1,110.05,5686.4,No,0.305,5612.55
3533,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,4350.1,Yes,0.735,4452.3
6952,0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264,No,0.025,4320.0
6076,1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,4176.7,No,0.01,4143.45
3506,0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,5138.1,No,0.305,5340.400000000001
1637,1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95,No,0.035,4365.400000000001
3013,1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,Yes,0.68,5154.4
4728,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,Yes,0.675,4497.8
1418,0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,6148.45,No,0.0,5994.200000000001
924,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603,Yes,0.765,6514.200000000001
4875,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,6223.8,No,0.0,6088.25
5314,0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,4508.65,No,0.11,4451.7
3244,0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,6430.9,No,0.07,6208.0
6333,1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,6823.4,No,0.035,6736.0
6920,1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,4016.75,No,0.065,4078.2
3708,0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,3959.15,No,0.015,4050.7999999999997
6728,1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,6962.85,No,0.075,7004.150000000001
2451,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,8126.65,No,0.005,8107.2
1927,0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75,5608.4,No,0.02,5586.0
1976,0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65,5308.7,No,0.005,5468.650000000001
5819,1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8,4732.35,No,0.01,4665.599999999999
4657,1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,5067.45,No,0.405,5188.799999999999
363,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,Yes,0.775,4699.75
6202,1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,4063,No,0.18,3977.6000000000004
2771,0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3944.5,No,0.23,3992.1
2064,0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,5965.95,No,0.0,5943.3
670,1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,Yes,0.45,6862.05
2131,0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8,No,0.0,3801.2
3320,1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,5812,No,0.04,5724.0
4223,1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,87.35,4473,No,0.19,4454.849999999999
3271,1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,6858.9,No,0.085,6909.0
1928,1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,5376.4,No,0.15,5465.2
4352,0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3975.7,No,0.005,3961.0
5516,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4784.45,No,0.0,4694.400000000001
3050,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8468.2,No,0.0,8211.6
3984,0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,101.55,5070.4,No,0.135,4975.95
118,0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,114.65,6049.5,No,0.075,6191.1
5494,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,Yes,0.28,6354.0
743,1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,105.5,7611.55,No,0.03,7596.0
1023,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8404.9,No,0.0,8355.6
6399,1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,102.1,6538.45,No,0.015,6534.4
4221,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,6588.95,No,0.115,6458.400000000001
3647,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,8003.8,No,0.12,7812.0
5644,1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,84.5,6130.85,No,0.115,6084.0
2547,1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,88.6,6201.95,No,0.005,6379.2
2478,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25,No,0.045,6602.4
4066,1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3902.6,No,0.02,3907.0499999999997
3049,1,0,0,0,34,1,2,1,2,2,2,2,2,2,1,0,1,116.25,3899.05,No,0.065,3952.5
3136,0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,5676,No,0.01,5729.7
2775,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15,No,0.02,4564.0
5532,0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,84.05,4326.8,No,0.04,4370.599999999999
4058,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55,No,0.08,5482.05
6017,1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,106.45,6300.15,No,0.19,6493.45
6116,0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,5916.95,No,0.105,5905.2
6613,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,Yes,0.825,4192.0
3655,1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,105.4,6989.45,No,0.21,7061.8
622,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,4713.4,No,0.075,4702.5
516,1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4738.3,No,0.14,4745.0
6060,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8399.15,No,0.005,8334.0
2491,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,5430.35,No,0.045,5492.6
230,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3,No,0.035,5594.400000000001
888,1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,7379.8,No,0.075,7286.200000000001
422,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,No,0.1,5137.65
6284,0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,No,0.05,6599.85
3832,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4946.7,No,0.0,4836.0
4857,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,8248.5,No,0.01,8143.2
1750,0,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,0,105.05,6744.25,No,0.045,6828.25
3263,1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,5265.5,No,0.055,5095.0
2497,1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,7966.9,No,0.015,7941.599999999999
931,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4,No,0.0,8323.199999999999
4086,0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,68.75,3808,No,0.015,3850.0
4826,1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,107.25,6033.3,No,0.15,6006.0
4317,1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,5861.75,No,0.06,5870.5
4125,1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4973.4,No,0.005,5030.349999999999
4082,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75,No,0.01,5218.5
3295,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,5614.45,Yes,0.585,5616.8
6713,1,0,1,0,61,1,0,0,2,2,0,2,2,2,2,1,3,81.05,4747.65,No,0.005,4944.05
506,1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,7422.1,No,0.02,7138.8
541,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,6668.05,No,0.005,6418.400000000001
418,1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,8071.05,No,0.035,8056.8
310,1,0,1,1,63,1,2,0,2,2,2,0,2,2,2,0,1,83.5,5435,No,0.025,5260.5
1164,1,0,1,0,51,1,2,1,0,2,0,0,0,2,1,1,1,90.35,4614.55,No,0.03,4607.849999999999
752,0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,74.25,4859.25,No,0.015,4900.5
1344,1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4903.2,No,0.065,4997.900000000001
3308,1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,6094.25,No,0.0,6238.8
5823,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,8306.05,No,0.005,8247.6
2383,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,Yes,0.675,6841.25
4740,0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,4860.35,No,0.15,4831.2
5067,0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,6976.75,No,0.12,6788.099999999999
3716,0,0,0,0,57,1,2,1,2,2,0,2,0,0,0,1,0,87.55,4884.85,No,0.1,4990.349999999999
350,0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,92.05,5755.8,No,0.075,5707.099999999999
4819,0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,6819.45,No,0.2,6903.599999999999
1693,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,0,2,111.65,7943.45,No,0.035,8038.8
3168,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,Yes,0.68,4412.45
3588,1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,Yes,0.72,4762.25
1205,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.85,6562.9,No,0.005,6469.2
5113,0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,Yes,0.815,6857.5
1405,0,0,1,0,68,1,2,0,2,2,2,2,0,0,2,0,1,70.9,4911.35,No,0.02,4821.200000000001
3459,1,1,1,1,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,5794.65,Yes,0.63,5854.8
3453,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,4287.2,No,0.05,4402.65
5750,1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,88.85,6132.7,No,0.005,6041.799999999999
6725,1,0,1,1,65,1,2,0,2,2,0,0,0,2,2,1,3,69.55,4459.15,No,0.005,4520.75
122,0,0,1,0,70,0,1,0,0,2,2,2,2,2,2,0,0,57.8,4039.3,No,0.02,4046.0
2616,1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,110.35,7246.15,No,0.07,7172.75
5296,0,0,1,1,61,1,0,0,0,0,2,2,2,2,2,1,0,73.8,4616.05,No,0.005,4501.8
5147,0,1,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,103.75,4188.4,No,0.105,4150.0
3575,1,0,0,0,51,1,2,1,0,0,0,0,0,2,0,0,0,83.4,4149.45,No,0.13,4253.400000000001
45,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,0,85.15,6316.2,No,0.005,6130.8
7023,1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,4018.05,No,0.04,3992.65
5913,1,0,1,1,72,1,2,0,2,0,2,2,0,0,2,1,1,66.5,4811.6,No,0.02,4788.0
1045,1,0,1,1,66,1,2,0,0,0,2,0,2,0,2,1,0,63.3,4189.7,No,0.02,4177.8
5374,0,0,0,0,65,1,0,0,2,2,0,2,0,0,2,1,3,59.6,3739.8,No,0.005,3874.0
3954,1,0,0,0,46,1,2,1,2,0,0,0,2,0,0,1,1,89.15,4245.55,No,0.29,4100.900000000001
68,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,4145.9,No,0.01,4135.75
4925,1,1,1,0,68,1,2,1,0,0,2,0,0,0,0,1,1,80.35,5589.3,No,0.13,5463.799999999999
1893,1,0,0,0,65,1,2,0,0,2,2,2,0,2,2,1,1,74.2,4805.65,No,0.015,4823.0
4558,0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3941.7,Yes,0.75,3926.25
5346,0,0,1,1,72,1,2,1,2,0,0,0,0,0,2,0,0,79.05,5730.7,No,0.005,5691.599999999999
1730,1,0,1,0,70,1,0,1,2,2,2,2,0,2,2,0,1,101.0,7085.5,No,0.02,7070.0
5300,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.85,6697.35,No,0.0,6469.2
1714,0,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.8,7882.25,No,0.0,7977.599999999999
4907,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,114.95,8196.4,No,0.0,8276.4
5955,0,0,0,0,63,1,0,1,0,0,2,2,2,0,1,1,1,90.05,5817,No,0.035,5673.15
6650,1,0,1,1,70,1,0,0,2,2,2,0,2,2,2,1,1,80.15,5600.15,No,0.01,5610.5
4021,0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,6563.4,No,0.03,6505.2
875,0,0,1,1,72,1,2,0,2,0,2,2,0,0,2,0,0,66.85,4758.8,No,0.05,4813.2
6232,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,1,110.65,8065.65,No,0.005,7966.8
2640,0,0,1,0,59,1,2,1,2,2,2,2,0,2,1,1,1,107.0,6152.3,No,0.07,6313.0
4017,1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,73.35,5154.5,No,0.01,5207.849999999999
474,0,1,0,0,46,1,2,1,2,2,2,0,2,2,1,1,2,110.0,4874.8,Yes,0.7,5060.0
3512,1,0,1,1,72,1,2,0,2,0,0,0,0,0,2,0,0,55.3,3983.6,No,0.01,3981.6
136,1,0,0,0,72,1,2,0,2,2,2,2,0,0,2,0,0,69.65,4908.25,No,0.005,5014.8
2399,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,1,1,76.9,5023,No,0.02,5229.200000000001
2095,1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,Yes,0.765,5998.5
4013,0,1,1,0,70,1,2,1,0,0,0,0,0,0,2,1,1,75.65,5411.4,No,0.025,5295.5
6983,0,0,1,1,72,1,2,0,0,0,2,0,2,2,2,1,0,76.8,5468.45,No,0.03,5529.599999999999
1919,1,0,1,0,71,1,2,1,2,0,2,2,2,2,2,1,1,108.55,7616,No,0.245,7707.05
2986,1,0,1,0,40,1,2,1,0,2,0,0,2,2,0,1,2,101.3,4113.1,Yes,0.88,4052.0
1532,1,0,0,0,58,1,2,1,0,2,2,0,2,2,1,1,0,103.25,6017.65,Yes,0.71,5988.5
3416,1,0,0,0,70,1,2,1,2,0,0,2,2,2,2,1,1,104.0,7250.15,Yes,0.7,7280.0
26,0,0,1,1,55,1,0,1,0,2,2,2,2,2,1,1,0,103.7,5656.75,No,0.02,5703.5
2919,1,0,1,0,70,1,2,1,2,2,0,2,0,0,2,1,1,88.0,5986.45,No,0.0,6160.0
2948,0,0,1,0,61,1,2,1,0,0,2,2,2,2,0,1,2,106.35,6751.35,No,0.115,6487.349999999999
5647,1,0,0,0,47,1,2,1,0,2,2,0,2,2,1,1,2,103.1,4889.3,No,0.165,4845.7
2168,1,0,1,1,60,1,0,1,0,2,2,0,2,0,1,0,2,90.95,5453.4,Yes,0.715,5457.0
6415,0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,5610.7,Yes,0.65,5427.5
2429,0,0,1,1,70,1,0,0,2,2,2,2,0,2,1,0,1,74.1,5222.3,No,0.03,5187.0
2967,1,1,1,1,60,1,2,1,2,2,0,0,0,2,0,1,2,93.25,5774.55,No,0.27,5595.0
5803,1,0,1,1,62,1,0,0,2,0,2,2,0,2,1,0,1,71.4,4487.3,No,0.05,4426.8
496,0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.0,5509.3,Yes,0.62,5500.0
263,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,1,105.0,7589.8,No,0.005,7560.0
4902,0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,5459.2,No,0.005,5515.25
6874,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,92.0,6782.15,No,0.0,6624.0
5248,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.8,6510.45,No,0.015,6465.599999999999
4256,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.8,8476.5,No,0.0,8337.6
1542,1,0,0,1,52,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85,No,0.02,4427.8
1639,0,0,0,1,62,1,2,1,0,0,2,0,2,2,1,1,2,100.15,6413.65,Yes,0.72,6209.3
5926,1,0,0,0,72,1,2,0,2,2,0,2,2,2,2,0,1,86.05,6309.65,No,0.01,6195.599999999999
2251,0,0,1,0,66,1,2,1,2,2,0,2,0,0,1,0,2,89.0,5898.6,No,0.015,5874.0
3735,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,4719.75,No,0.0,4665.599999999999
6872,1,0,1,1,64,1,2,1,2,0,2,0,0,2,2,0,0,93.4,5822.3,No,0.05,5977.6
2307,1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65,Yes,0.11,5047.45
1306,0,0,1,0,72,1,2,1,2,0,2,2,2,0,2,1,0,98.2,7015.9,No,0.03,7070.400000000001
1079,1,0,1,1,57,1,0,1,0,2,2,0,2,2,1,1,1,97.55,5598,No,0.035,5560.349999999999
3300,1,0,0,1,45,1,2,1,0,0,2,0,2,2,2,0,0,99.7,4634.35,No,0.055,4486.5
5625,0,0,0,0,60,1,2,0,2,0,2,2,0,0,1,0,2,64.75,4039.5,No,0.03,3885.0
2235,0,0,1,0,67,1,2,1,2,0,2,2,2,2,1,1,2,111.25,7511.65,No,0.075,7453.75
5333,0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,Yes,0.695,6334.65
